split,worker_id,scenario_id,permissibility_rating,intention_rating,causal_structure,evitability,action
0,464,5,3,2,means,inevitable,action_yes
0,464,2,4,2,means,inevitable,prevention_no
0,464,5,2,4,side_effect,evitable,action_yes
0,464,0,2,3,means,evitable,prevention_no
0,419,3,4,2,side_effect,evitable,prevention_no
0,419,4,5,3,side_effect,evitable,action_yes
0,419,5,4,2,side_effect,evitable,action_yes
0,419,1,2,2,side_effect,evitable,action_yes
0,419,1,1,4,means,evitable,prevention_no
0,419,6,4,2,means,inevitable,action_yes
0,419,9,3,4,side_effect,evitable,action_yes
0,419,2,2,5,means,inevitable,prevention_no
0,419,5,4,5,means,inevitable,action_yes
0,419,4,3,5,means,evitable,action_yes
0,419,8,2,4,means,evitable,prevention_no
0,419,9,2,4,means,evitable,action_yes
0,419,2,3,4,side_effect,evitable,action_yes
0,419,7,4,4,side_effect,evitable,prevention_no
0,419,0,2,4,means,inevitable,prevention_no
0,419,0,1,5,means,evitable,prevention_no
0,424,9,5,5,means,evitable,action_yes
0,424,0,2,3,means,inevitable,prevention_no
0,424,2,2,3,side_effect,evitable,action_yes
0,424,8,1,3,means,evitable,prevention_no
0,424,6,4,5,means,inevitable,action_yes
0,424,5,2,3,means,inevitable,action_yes
0,424,2,4,5,means,inevitable,prevention_no
0,424,1,2,3,means,evitable,prevention_no
0,424,3,4,4,side_effect,evitable,prevention_no
0,424,5,5,2,side_effect,evitable,action_yes
0,424,0,2,3,means,evitable,prevention_no
0,424,4,2,4,side_effect,evitable,action_yes
0,424,9,4,3,side_effect,evitable,action_yes
0,424,1,2,3,side_effect,evitable,action_yes
0,424,7,5,2,side_effect,evitable,prevention_no
0,424,4,3,2,means,evitable,action_yes
0,434,4,4,2,side_effect,evitable,action_yes
0,434,1,1,4,side_effect,evitable,action_yes
0,434,3,4,2,side_effect,evitable,prevention_no
0,434,4,2,2,means,evitable,action_yes
0,434,9,2,4,side_effect,evitable,action_yes
0,434,7,3,3,side_effect,evitable,prevention_no
0,434,0,2,3,means,inevitable,prevention_no
0,434,2,3,3,side_effect,evitable,action_yes
0,434,2,4,2,means,inevitable,prevention_no
0,434,9,4,2,means,evitable,action_yes
0,434,5,4,2,side_effect,evitable,action_yes
0,434,1,1,4,means,evitable,prevention_no
0,434,5,3,3,means,inevitable,action_yes
0,434,8,2,4,means,evitable,prevention_no
0,434,0,2,3,means,evitable,prevention_no
0,434,6,4,2,means,inevitable,action_yes
4,408,3,5,4,means,inevitable,action_yes
4,408,1,3,2,means,evitable,action_yes
4,408,9,5,1,means,inevitable,prevention_no
4,408,6,5,2,side_effect,inevitable,prevention_no
4,408,7,5,3,side_effect,inevitable,action_yes
4,408,8,3,3,side_effect,evitable,prevention_no
4,408,2,2,2,side_effect,inevitable,prevention_no
4,408,8,2,2,side_effect,inevitable,prevention_no
4,408,0,2,3,side_effect,evitable,prevention_no
4,408,4,3,3,side_effect,evitable,prevention_no
4,408,7,2,3,means,inevitable,action_yes
4,408,0,4,1,means,inevitable,action_yes
4,408,6,4,3,side_effect,evitable,action_yes
4,408,1,3,3,side_effect,inevitable,prevention_no
4,408,8,4,3,means,inevitable,prevention_no
4,408,1,3,3,means,inevitable,prevention_no
4,433,8,1,5,side_effect,inevitable,prevention_no
4,433,7,1,1,side_effect,inevitable,action_yes
4,433,0,4,4,means,inevitable,action_yes
4,433,3,5,2,means,inevitable,action_yes
4,433,2,5,3,side_effect,inevitable,prevention_no
4,433,6,1,1,side_effect,evitable,action_yes
4,433,8,1,3,means,inevitable,prevention_no
4,433,8,1,4,side_effect,evitable,prevention_no
4,433,1,1,5,side_effect,inevitable,prevention_no
4,433,1,1,5,means,inevitable,prevention_no
4,433,4,4,1,side_effect,evitable,prevention_no
4,433,0,4,1,side_effect,evitable,prevention_no
4,433,9,1,3,means,inevitable,prevention_no
4,433,1,1,5,means,evitable,action_yes
4,433,6,5,3,side_effect,inevitable,prevention_no
4,433,7,1,3,means,inevitable,action_yes
4,472,3,5,5,means,inevitable,action_yes
4,472,7,5,1,means,inevitable,action_yes
4,472,6,2,4,side_effect,evitable,action_yes
4,472,8,5,1,side_effect,inevitable,prevention_no
4,472,8,3,1,side_effect,evitable,prevention_no
4,472,1,3,1,side_effect,inevitable,prevention_no
4,472,0,1,1,means,inevitable,action_yes
4,472,8,1,1,means,inevitable,prevention_no
4,472,7,5,1,side_effect,inevitable,action_yes
4,472,1,3,1,means,inevitable,prevention_no
4,472,0,1,3,side_effect,evitable,prevention_no
4,472,1,1,5,means,evitable,action_yes
4,472,2,3,1,side_effect,inevitable,prevention_no
4,472,9,5,1,means,inevitable,prevention_no
4,472,6,3,1,side_effect,inevitable,prevention_no
4,472,4,3,1,side_effect,evitable,prevention_no
4,448,6,3,2,side_effect,inevitable,prevention_no
4,448,1,1,5,means,evitable,action_yes
4,448,6,2,3,side_effect,evitable,action_yes
4,448,9,3,2,means,inevitable,prevention_no
4,448,1,1,5,means,inevitable,prevention_no
4,448,0,4,2,side_effect,evitable,prevention_no
4,448,8,4,2,side_effect,evitable,prevention_no
4,448,0,1,2,means,inevitable,action_yes
4,448,8,4,2,side_effect,inevitable,prevention_no
4,448,7,3,2,means,inevitable,action_yes
4,448,2,4,2,side_effect,inevitable,prevention_no
4,448,3,4,4,means,inevitable,action_yes
4,448,7,4,2,side_effect,inevitable,action_yes
4,448,8,4,4,means,inevitable,prevention_no
4,448,1,1,4,side_effect,inevitable,prevention_no
4,448,4,2,3,side_effect,evitable,prevention_no
4,453,2,3,1,side_effect,inevitable,prevention_no
4,453,8,5,1,side_effect,inevitable,prevention_no
4,453,6,5,1,side_effect,inevitable,prevention_no
4,453,1,3,1,means,evitable,action_yes
4,453,1,3,1,means,inevitable,prevention_no
4,453,8,3,1,means,inevitable,prevention_no
4,453,7,5,1,side_effect,inevitable,action_yes
4,453,1,3,1,side_effect,inevitable,prevention_no
4,453,4,2,1,side_effect,evitable,prevention_no
4,453,0,4,1,means,inevitable,action_yes
4,453,6,5,1,side_effect,evitable,action_yes
4,453,9,5,1,means,inevitable,prevention_no
4,453,3,5,1,means,inevitable,action_yes
4,453,7,1,5,means,inevitable,action_yes
4,453,0,3,3,side_effect,evitable,prevention_no
4,453,8,3,3,side_effect,evitable,prevention_no
4,372,1,3,3,side_effect,inevitable,prevention_no
4,372,4,2,3,side_effect,evitable,prevention_no
4,372,8,2,2,side_effect,evitable,prevention_no
4,372,7,3,2,side_effect,inevitable,action_yes
4,372,8,3,2,side_effect,inevitable,prevention_no
4,372,3,4,2,means,inevitable,action_yes
4,372,0,4,2,means,inevitable,action_yes
4,372,2,2,2,side_effect,inevitable,prevention_no
4,372,8,3,3,means,inevitable,prevention_no
4,372,1,4,3,means,evitable,action_yes
4,372,7,3,2,means,inevitable,action_yes
4,372,6,5,2,side_effect,evitable,action_yes
4,372,9,3,2,means,inevitable,prevention_no
4,372,1,4,3,means,inevitable,prevention_no
4,372,6,5,2,side_effect,inevitable,prevention_no
4,372,0,3,2,side_effect,evitable,prevention_no
4,443,6,4,2,side_effect,evitable,action_yes
4,443,7,3,2,side_effect,inevitable,action_yes
4,443,1,1,5,means,evitable,action_yes
4,443,2,5,1,side_effect,inevitable,prevention_no
4,443,1,3,3,means,inevitable,prevention_no
4,443,9,3,3,means,inevitable,prevention_no
4,443,0,4,2,means,inevitable,action_yes
4,443,6,3,3,side_effect,inevitable,prevention_no
4,443,8,3,3,side_effect,inevitable,prevention_no
4,443,0,4,2,side_effect,evitable,prevention_no
4,443,4,3,2,side_effect,evitable,prevention_no
4,443,1,3,2,side_effect,inevitable,prevention_no
4,443,8,4,2,means,inevitable,prevention_no
4,443,7,3,2,means,inevitable,action_yes
4,443,8,3,3,side_effect,evitable,prevention_no
4,443,3,4,4,means,inevitable,action_yes
4,457,2,5,1,side_effect,inevitable,prevention_no
4,457,0,1,3,side_effect,evitable,prevention_no
4,457,8,5,3,side_effect,evitable,prevention_no
4,457,1,1,5,means,inevitable,prevention_no
4,457,6,5,2,side_effect,inevitable,prevention_no
4,457,4,1,5,side_effect,evitable,prevention_no
4,457,9,5,3,means,inevitable,prevention_no
4,457,3,1,5,means,inevitable,action_yes
4,457,8,5,3,side_effect,inevitable,prevention_no
4,457,7,5,1,side_effect,inevitable,action_yes
4,457,6,5,3,side_effect,evitable,action_yes
4,457,0,1,5,means,inevitable,action_yes
4,457,1,5,3,side_effect,inevitable,prevention_no
4,457,1,1,5,means,evitable,action_yes
4,457,8,1,5,means,inevitable,prevention_no
4,457,7,1,5,means,inevitable,action_yes
4,376,9,5,1,means,inevitable,prevention_no
4,376,4,2,4,side_effect,evitable,prevention_no
4,376,1,1,1,means,evitable,action_yes
4,376,0,5,1,means,inevitable,action_yes
4,376,8,2,4,side_effect,evitable,prevention_no
4,376,2,4,1,side_effect,inevitable,prevention_no
4,376,6,5,1,side_effect,evitable,action_yes
4,376,3,5,5,means,inevitable,action_yes
4,376,1,3,1,side_effect,inevitable,prevention_no
4,376,7,5,1,side_effect,inevitable,action_yes
4,376,7,4,2,means,inevitable,action_yes
4,376,8,2,4,side_effect,inevitable,prevention_no
4,376,0,4,2,side_effect,evitable,prevention_no
4,376,6,5,2,side_effect,inevitable,prevention_no
4,376,8,2,2,means,inevitable,prevention_no
4,376,1,2,1,means,inevitable,prevention_no
4,462,8,3,3,side_effect,inevitable,prevention_no
4,462,8,3,3,side_effect,evitable,prevention_no
4,462,1,3,3,means,evitable,action_yes
4,462,0,3,3,side_effect,evitable,prevention_no
4,462,9,3,3,means,inevitable,prevention_no
4,462,1,3,3,side_effect,inevitable,prevention_no
4,462,3,3,3,means,inevitable,action_yes
4,462,6,3,3,side_effect,evitable,action_yes
4,462,7,3,3,means,inevitable,action_yes
4,462,4,3,3,side_effect,evitable,prevention_no
4,462,0,3,3,means,inevitable,action_yes
4,462,2,3,3,side_effect,inevitable,prevention_no
4,462,7,3,3,side_effect,inevitable,action_yes
4,462,6,3,3,side_effect,inevitable,prevention_no
4,462,8,3,3,means,inevitable,prevention_no
4,462,1,3,3,means,inevitable,prevention_no
4,413,7,4,2,side_effect,inevitable,action_yes
4,413,1,1,5,means,evitable,action_yes
4,413,6,4,4,side_effect,evitable,action_yes
4,413,8,2,4,means,inevitable,prevention_no
4,413,7,2,4,means,inevitable,action_yes
4,413,6,4,4,side_effect,inevitable,prevention_no
4,413,8,4,4,side_effect,inevitable,prevention_no
4,413,3,4,4,means,inevitable,action_yes
4,413,9,4,4,means,inevitable,prevention_no
4,413,8,3,4,side_effect,evitable,prevention_no
4,413,0,1,4,side_effect,evitable,prevention_no
4,413,1,4,4,side_effect,inevitable,prevention_no
4,413,0,1,4,means,inevitable,action_yes
4,413,1,1,4,means,inevitable,prevention_no
4,413,2,2,4,side_effect,inevitable,prevention_no
4,413,4,2,4,side_effect,evitable,prevention_no
4,381,2,3,2,side_effect,inevitable,prevention_no
4,381,0,4,2,means,inevitable,action_yes
4,381,8,4,5,means,inevitable,prevention_no
4,381,1,3,4,means,evitable,action_yes
4,381,4,5,5,side_effect,evitable,prevention_no
4,381,6,5,4,side_effect,evitable,action_yes
4,381,8,2,1,side_effect,inevitable,prevention_no
4,381,9,1,2,means,inevitable,prevention_no
4,381,7,3,3,means,inevitable,action_yes
4,381,3,4,2,means,inevitable,action_yes
4,381,1,5,4,side_effect,inevitable,prevention_no
4,381,7,5,4,side_effect,inevitable,action_yes
4,381,6,3,2,side_effect,inevitable,prevention_no
4,381,0,1,5,side_effect,evitable,prevention_no
4,381,1,4,4,means,inevitable,prevention_no
4,381,8,4,5,side_effect,evitable,prevention_no
4,423,0,2,4,means,inevitable,action_yes
4,423,3,4,2,means,inevitable,action_yes
4,423,1,3,3,means,inevitable,prevention_no
4,423,8,3,2,means,inevitable,prevention_no
4,423,9,2,4,means,inevitable,prevention_no
4,423,8,4,3,side_effect,inevitable,prevention_no
4,423,6,4,2,side_effect,inevitable,prevention_no
4,423,7,3,3,side_effect,inevitable,action_yes
4,423,7,3,3,means,inevitable,action_yes
4,423,2,2,4,side_effect,inevitable,prevention_no
4,423,1,2,4,means,evitable,action_yes
4,423,6,4,3,side_effect,evitable,action_yes
4,423,4,3,3,side_effect,evitable,prevention_no
4,423,8,3,3,side_effect,evitable,prevention_no
4,423,0,2,3,side_effect,evitable,prevention_no
4,423,1,3,3,side_effect,inevitable,prevention_no
4,438,8,4,2,side_effect,inevitable,prevention_no
4,438,8,4,2,means,inevitable,prevention_no
4,438,2,2,3,side_effect,inevitable,prevention_no
4,438,1,2,3,means,inevitable,prevention_no
4,438,7,2,3,means,inevitable,action_yes
4,438,7,2,2,side_effect,inevitable,action_yes
4,438,1,1,4,means,evitable,action_yes
4,438,0,1,4,means,inevitable,action_yes
4,438,6,4,2,side_effect,inevitable,prevention_no
4,438,4,4,2,side_effect,evitable,prevention_no
4,438,8,2,3,side_effect,evitable,prevention_no
4,438,9,1,3,means,inevitable,prevention_no
4,438,3,5,1,means,inevitable,action_yes
4,438,6,5,1,side_effect,evitable,action_yes
4,438,1,2,4,side_effect,inevitable,prevention_no
4,438,0,2,4,side_effect,evitable,prevention_no
4,428,7,4,2,means,inevitable,action_yes
4,428,9,5,2,means,inevitable,prevention_no
4,428,1,4,3,side_effect,inevitable,prevention_no
4,428,3,5,4,means,inevitable,action_yes
4,428,4,2,4,side_effect,evitable,prevention_no
4,428,0,2,3,means,inevitable,action_yes
4,428,7,1,4,side_effect,inevitable,action_yes
4,428,6,4,3,side_effect,inevitable,prevention_no
4,428,2,2,4,side_effect,inevitable,prevention_no
4,428,0,2,2,side_effect,evitable,prevention_no
4,428,1,1,5,means,evitable,action_yes
4,428,8,1,4,side_effect,evitable,prevention_no
4,428,8,1,4,means,inevitable,prevention_no
4,428,6,4,3,side_effect,evitable,action_yes
4,428,1,1,4,means,inevitable,prevention_no
4,428,8,1,4,side_effect,inevitable,prevention_no
4,465,3,5,1,means,evitable,action_yes
4,465,4,5,1,means,inevitable,action_yes
4,465,9,4,2,side_effect,inevitable,action_yes
4,465,5,5,1,side_effect,evitable,prevention_no
4,465,8,1,5,side_effect,inevitable,action_yes
4,465,8,1,5,means,evitable,action_yes
4,465,5,1,5,means,inevitable,prevention_no
4,465,0,5,1,side_effect,evitable,action_yes
4,465,7,5,1,means,inevitable,prevention_no
4,465,1,5,1,means,inevitable,action_yes
4,465,7,5,1,means,evitable,action_yes
4,465,2,5,1,side_effect,inevitable,action_yes
4,465,9,5,1,means,inevitable,action_yes
4,465,2,1,5,means,evitable,action_yes
4,465,3,1,5,means,inevitable,prevention_no
4,465,6,5,1,means,inevitable,prevention_no
4,391,1,4,2,means,inevitable,prevention_no
4,391,1,2,3,side_effect,inevitable,prevention_no
4,391,7,2,3,side_effect,inevitable,action_yes
4,391,9,4,2,means,inevitable,prevention_no
4,391,1,4,2,means,evitable,action_yes
4,391,6,4,2,side_effect,inevitable,prevention_no
4,391,4,4,2,side_effect,evitable,prevention_no
4,391,6,4,2,side_effect,evitable,action_yes
4,391,2,3,2,side_effect,inevitable,prevention_no
4,391,7,2,3,means,inevitable,action_yes
4,391,8,2,3,side_effect,evitable,prevention_no
4,391,0,2,3,side_effect,evitable,prevention_no
4,391,3,4,2,means,inevitable,action_yes
4,391,8,2,3,side_effect,inevitable,prevention_no
4,391,0,2,4,means,inevitable,action_yes
4,391,8,2,3,means,inevitable,prevention_no
4,403,8,3,2,side_effect,inevitable,prevention_no
4,403,1,2,3,means,inevitable,prevention_no
4,403,1,4,2,side_effect,inevitable,prevention_no
4,403,8,5,1,means,inevitable,prevention_no
4,403,6,4,2,side_effect,evitable,action_yes
4,403,1,1,5,means,evitable,action_yes
4,403,3,4,5,means,inevitable,action_yes
4,403,8,2,3,side_effect,evitable,prevention_no
4,403,0,3,3,means,inevitable,action_yes
4,403,7,3,2,means,inevitable,action_yes
4,403,2,2,3,side_effect,inevitable,prevention_no
4,403,9,3,3,means,inevitable,prevention_no
4,403,4,2,3,side_effect,evitable,prevention_no
4,403,7,2,4,side_effect,inevitable,action_yes
4,403,0,2,3,side_effect,evitable,prevention_no
4,403,6,4,2,side_effect,inevitable,prevention_no
4,386,3,5,5,means,inevitable,action_yes
4,386,8,1,4,side_effect,inevitable,prevention_no
4,386,7,3,3,means,inevitable,action_yes
4,386,0,1,4,means,inevitable,action_yes
4,386,1,1,4,means,evitable,action_yes
4,386,6,4,4,side_effect,inevitable,prevention_no
4,386,8,2,4,side_effect,evitable,prevention_no
4,386,7,2,4,side_effect,inevitable,action_yes
4,386,4,1,4,side_effect,evitable,prevention_no
4,386,8,2,4,means,inevitable,prevention_no
4,386,1,2,4,side_effect,inevitable,prevention_no
4,386,2,2,4,side_effect,inevitable,prevention_no
4,386,9,2,4,means,inevitable,prevention_no
4,386,0,2,4,side_effect,evitable,prevention_no
4,386,1,2,4,means,inevitable,prevention_no
4,386,6,4,4,side_effect,evitable,action_yes
4,397,1,2,2,means,inevitable,prevention_no
4,397,1,1,4,means,evitable,action_yes
4,397,0,2,4,means,inevitable,action_yes
4,397,8,2,2,side_effect,evitable,prevention_no
4,397,6,4,2,side_effect,inevitable,prevention_no
4,397,3,4,4,means,inevitable,action_yes
4,397,8,2,2,side_effect,inevitable,prevention_no
4,397,9,2,2,means,inevitable,prevention_no
4,397,7,3,2,means,inevitable,action_yes
4,397,6,4,2,side_effect,evitable,action_yes
4,397,4,3,2,side_effect,evitable,prevention_no
4,397,1,2,2,side_effect,inevitable,prevention_no
4,397,7,2,2,side_effect,inevitable,action_yes
4,397,8,3,2,means,inevitable,prevention_no
4,397,2,2,2,side_effect,inevitable,prevention_no
4,397,0,1,3,side_effect,evitable,prevention_no
2,385,0,2,4,side_effect,inevitable,prevention_no
2,385,8,4,4,means,inevitable,action_yes
2,385,4,5,3,side_effect,inevitable,prevention_no
2,385,5,5,1,means,evitable,action_yes
2,385,0,3,1,means,evitable,action_yes
2,385,3,4,1,means,evitable,prevention_no
2,385,6,5,1,side_effect,inevitable,action_yes
2,385,6,4,2,side_effect,evitable,prevention_no
2,385,3,4,1,side_effect,inevitable,prevention_no
2,385,9,5,1,side_effect,inevitable,prevention_no
2,385,4,3,1,means,evitable,prevention_no
2,385,9,5,1,side_effect,evitable,prevention_no
2,385,1,5,1,side_effect,inevitable,action_yes
2,385,2,2,4,side_effect,evitable,prevention_no
2,385,7,4,2,side_effect,evitable,action_yes
2,385,5,4,2,side_effect,inevitable,prevention_no
2,396,4,1,2,means,inevitable,prevention_no
2,396,4,5,2,side_effect,inevitable,action_yes
2,396,6,5,5,means,evitable,prevention_no
2,396,5,2,2,means,evitable,prevention_no
2,396,6,4,2,means,evitable,action_yes
2,396,7,5,1,side_effect,inevitable,prevention_no
2,396,3,5,2,side_effect,inevitable,action_yes
2,396,0,2,1,side_effect,inevitable,action_yes
2,396,5,5,1,side_effect,inevitable,action_yes
2,396,7,1,4,means,evitable,prevention_no
2,396,3,5,1,side_effect,evitable,action_yes
2,396,9,2,4,means,evitable,prevention_no
2,396,1,4,2,side_effect,evitable,prevention_no
2,396,2,5,5,means,evitable,prevention_no
2,396,8,5,4,side_effect,evitable,action_yes
2,396,2,5,5,means,inevitable,action_yes
2,390,8,3,2,side_effect,evitable,action_yes
2,390,7,5,1,side_effect,inevitable,prevention_no
2,390,5,1,4,means,evitable,prevention_no
2,390,0,4,2,side_effect,inevitable,action_yes
2,390,9,5,1,means,evitable,prevention_no
2,390,3,1,2,side_effect,inevitable,action_yes
2,390,3,1,5,side_effect,evitable,action_yes
2,390,2,4,3,means,inevitable,action_yes
2,390,6,2,3,means,evitable,action_yes
2,390,6,3,3,means,evitable,prevention_no
2,390,1,3,2,side_effect,evitable,prevention_no
2,390,4,1,3,means,inevitable,prevention_no
2,390,5,1,5,side_effect,inevitable,action_yes
2,390,7,1,3,means,evitable,prevention_no
2,390,4,1,3,side_effect,inevitable,action_yes
2,390,2,3,4,means,evitable,prevention_no
2,426,4,3,2,means,inevitable,prevention_no
2,426,7,2,3,side_effect,inevitable,prevention_no
2,426,8,4,2,side_effect,evitable,action_yes
2,426,6,5,1,means,evitable,action_yes
2,426,5,2,4,means,evitable,prevention_no
2,426,3,4,2,side_effect,inevitable,action_yes
2,426,7,2,4,means,evitable,prevention_no
2,426,9,3,3,means,evitable,prevention_no
2,426,1,4,2,side_effect,evitable,prevention_no
2,426,6,5,1,means,evitable,prevention_no
2,426,2,2,4,means,evitable,prevention_no
2,426,2,2,4,means,inevitable,action_yes
2,426,5,5,1,side_effect,inevitable,action_yes
2,426,0,3,3,side_effect,inevitable,action_yes
2,426,3,2,4,side_effect,evitable,action_yes
2,426,4,3,3,side_effect,inevitable,action_yes
2,471,6,5,1,means,evitable,prevention_no
2,471,4,3,1,side_effect,inevitable,action_yes
2,471,7,2,4,means,evitable,prevention_no
2,471,2,3,3,means,inevitable,action_yes
2,471,5,4,1,side_effect,inevitable,action_yes
2,471,8,2,4,side_effect,evitable,action_yes
2,471,0,3,2,side_effect,inevitable,action_yes
2,471,7,3,2,side_effect,inevitable,prevention_no
2,471,5,3,2,means,evitable,prevention_no
2,471,1,3,2,side_effect,evitable,prevention_no
2,471,3,2,3,side_effect,evitable,action_yes
2,471,2,3,2,means,evitable,prevention_no
2,471,3,3,2,side_effect,inevitable,action_yes
2,471,9,2,4,means,evitable,prevention_no
2,471,4,3,3,means,inevitable,prevention_no
2,471,6,4,1,means,evitable,action_yes
2,375,7,3,3,side_effect,inevitable,prevention_no
2,375,6,5,1,means,evitable,action_yes
2,375,9,4,1,means,evitable,prevention_no
2,375,3,2,2,side_effect,evitable,action_yes
2,375,2,4,1,means,inevitable,action_yes
2,375,2,4,1,means,evitable,prevention_no
2,375,1,1,4,side_effect,evitable,prevention_no
2,375,3,2,1,side_effect,inevitable,action_yes
2,375,4,1,2,side_effect,inevitable,action_yes
2,375,5,3,1,side_effect,inevitable,action_yes
2,375,8,2,1,side_effect,evitable,action_yes
2,375,4,1,2,means,inevitable,prevention_no
2,375,0,3,1,side_effect,inevitable,action_yes
2,375,7,2,2,means,evitable,prevention_no
2,375,6,5,1,means,evitable,prevention_no
2,375,5,5,1,means,evitable,prevention_no
2,446,6,5,1,means,evitable,prevention_no
2,446,8,5,1,side_effect,evitable,action_yes
2,446,5,3,1,means,evitable,prevention_no
2,446,9,5,1,means,evitable,prevention_no
2,446,5,3,1,side_effect,inevitable,action_yes
2,446,6,3,1,means,evitable,action_yes
2,446,3,5,2,side_effect,evitable,action_yes
2,446,0,1,3,side_effect,inevitable,action_yes
2,446,2,4,2,means,inevitable,action_yes
2,446,3,5,2,side_effect,inevitable,action_yes
2,446,4,3,1,means,inevitable,prevention_no
2,446,4,5,1,side_effect,inevitable,action_yes
2,446,2,5,1,means,evitable,prevention_no
2,446,1,5,1,side_effect,evitable,prevention_no
2,446,7,5,1,side_effect,inevitable,prevention_no
2,446,7,5,1,means,evitable,prevention_no
2,461,0,3,2,side_effect,inevitable,action_yes
2,461,5,5,1,side_effect,inevitable,action_yes
2,461,2,4,1,means,inevitable,action_yes
2,461,6,4,2,means,evitable,prevention_no
2,461,7,3,2,side_effect,inevitable,prevention_no
2,461,4,4,2,side_effect,inevitable,action_yes
2,461,7,3,2,means,evitable,prevention_no
2,461,4,3,2,means,inevitable,prevention_no
2,461,3,4,2,side_effect,evitable,action_yes
2,461,3,4,2,side_effect,inevitable,action_yes
2,461,2,5,2,means,evitable,prevention_no
2,461,6,4,2,means,evitable,action_yes
2,461,8,5,1,side_effect,evitable,action_yes
2,461,9,3,2,means,evitable,prevention_no
2,461,1,3,3,side_effect,evitable,prevention_no
2,461,5,3,2,means,evitable,prevention_no
2,401,4,4,2,means,inevitable,prevention_no
2,401,6,4,2,means,evitable,action_yes
2,401,4,4,2,side_effect,inevitable,action_yes
2,401,7,4,4,side_effect,inevitable,prevention_no
2,401,5,5,1,side_effect,inevitable,action_yes
2,401,7,5,1,means,evitable,prevention_no
2,401,3,4,3,side_effect,inevitable,action_yes
2,401,1,2,4,side_effect,evitable,prevention_no
2,401,2,5,3,means,inevitable,action_yes
2,401,9,4,4,means,evitable,prevention_no
2,401,8,3,4,side_effect,evitable,action_yes
2,401,0,2,3,side_effect,inevitable,action_yes
2,401,6,4,2,means,evitable,prevention_no
2,401,3,4,1,side_effect,evitable,action_yes
2,401,5,1,4,means,evitable,prevention_no
2,401,2,5,3,means,evitable,prevention_no
2,475,1,4,2,side_effect,evitable,prevention_no
2,475,4,4,2,side_effect,inevitable,action_yes
2,475,8,2,4,side_effect,evitable,action_yes
2,475,4,4,2,means,inevitable,prevention_no
2,475,6,5,4,means,evitable,prevention_no
2,475,7,4,4,means,evitable,prevention_no
2,475,7,4,2,side_effect,inevitable,prevention_no
2,475,3,4,4,side_effect,evitable,action_yes
2,475,0,4,2,side_effect,inevitable,action_yes
2,475,3,4,4,side_effect,inevitable,action_yes
2,475,2,4,5,means,inevitable,action_yes
2,475,5,3,2,side_effect,inevitable,action_yes
2,475,5,3,2,means,evitable,prevention_no
2,475,9,4,2,means,evitable,prevention_no
2,475,2,4,5,means,evitable,prevention_no
2,475,6,4,5,means,evitable,action_yes
2,441,5,2,2,side_effect,inevitable,action_yes
2,441,3,3,2,side_effect,evitable,action_yes
2,441,2,4,2,means,inevitable,action_yes
2,441,7,2,2,side_effect,inevitable,prevention_no
2,441,8,4,2,side_effect,evitable,action_yes
2,441,6,4,2,means,evitable,action_yes
2,441,3,2,2,side_effect,inevitable,action_yes
2,441,9,4,2,means,evitable,prevention_no
2,441,4,4,2,side_effect,inevitable,action_yes
2,441,7,2,2,means,evitable,prevention_no
2,441,2,4,2,means,evitable,prevention_no
2,441,1,2,2,side_effect,evitable,prevention_no
2,441,4,2,2,means,inevitable,prevention_no
2,441,5,2,2,means,evitable,prevention_no
2,441,0,2,2,side_effect,inevitable,action_yes
2,441,6,2,2,means,evitable,prevention_no
2,431,5,2,3,means,evitable,prevention_no
2,431,4,5,2,side_effect,inevitable,action_yes
2,431,5,5,1,side_effect,inevitable,action_yes
2,431,2,5,2,means,evitable,prevention_no
2,431,7,4,3,side_effect,inevitable,prevention_no
2,431,4,5,1,means,inevitable,prevention_no
2,431,3,5,1,side_effect,inevitable,action_yes
2,431,1,5,1,side_effect,evitable,prevention_no
2,431,8,5,1,side_effect,evitable,action_yes
2,431,3,5,1,side_effect,evitable,action_yes
2,431,6,5,2,means,evitable,action_yes
2,431,7,2,3,means,evitable,prevention_no
2,431,9,5,1,means,evitable,prevention_no
2,431,0,5,2,side_effect,inevitable,action_yes
2,431,2,5,1,means,inevitable,action_yes
2,431,6,5,1,means,evitable,prevention_no
2,411,9,4,4,means,evitable,prevention_no
2,411,4,3,4,side_effect,inevitable,action_yes
2,411,4,2,2,means,inevitable,prevention_no
2,411,6,4,2,means,evitable,action_yes
2,411,6,3,3,means,evitable,prevention_no
2,411,5,4,2,means,evitable,prevention_no
2,411,8,3,2,side_effect,evitable,action_yes
2,411,3,4,2,side_effect,inevitable,action_yes
2,411,7,5,1,means,evitable,prevention_no
2,411,2,3,3,means,inevitable,action_yes
2,411,3,3,3,side_effect,evitable,action_yes
2,411,7,1,4,side_effect,inevitable,prevention_no
2,411,1,4,2,side_effect,evitable,prevention_no
2,411,5,5,1,side_effect,inevitable,action_yes
2,411,2,3,4,means,evitable,prevention_no
2,411,0,4,2,side_effect,inevitable,action_yes
2,416,7,2,2,side_effect,inevitable,prevention_no
2,416,9,5,1,means,evitable,prevention_no
2,416,4,2,4,side_effect,inevitable,action_yes
2,416,6,5,2,means,evitable,prevention_no
2,416,2,2,4,means,inevitable,action_yes
2,416,4,2,4,means,inevitable,prevention_no
2,416,6,4,2,means,evitable,action_yes
2,416,5,5,2,side_effect,inevitable,action_yes
2,416,1,2,5,side_effect,evitable,prevention_no
